Name,rsquared,coef,Pearson,tM1,tM2
180116_231_gp91_p67001_lif_t5_d3_008_1_inside,0.036020065256145206,-0.5079548498769536,-0.1897895288369331,0.8110237031240347,0.42770927873447745
180116_231_gp91_p67001_lif_t5_d3_009_2_inside,0.0005199514847683551,-0.05023169607650948,-0.02280244471034576,0.879484039909319,0.6368001609981888
180126_232_p22_488_p67_568_zym633_001_lif_t10_002_1_inside,0.00821828548921566,0.3092346124793341,0.09065475988173863,0.9981323653198653,0.8022653460036008
180126_232_p22_488_p67_568_zym633_001_lif_t10_002_2_inside,0.2058412778745271,0.9547642976624775,0.453697341709787,1.0,0.9030184637711468
180126_232_p22_488_p67_568_zym633_001_lif_t10_002_3_inside,0.018055321695612192,0.4907345521346443,0.13437009226614355,0.9996162864109617,0.6951954781153323
180126_232_p22_488_p67_568_zym633_001_lif_t10_003_1_inside,0.01990961145568526,0.7199100631935367,0.14110142258561867,1.0,0.8519252762433795
180126_232_p22_488_p67_568_zym633_001_lif_t10_004_1_inside,0.021595943140543694,0.33791142272423136,0.14695558220273092,0.9988578925286858,0.7738112945609599
180126_232_p22_488_p67_568_zym633_001_lif_t10_004_2_inside,0.0011044269388189587,-0.06667766622636354,-0.033232919504895375,0.9991003669555839,0.7033411606432
180126_232_p22_488_p67_568_zym633_001_lif_t10_005_1_inside,0.0035707781943047356,0.06691543953759937,0.05975598877355051,0.9992068516144493,0.8507638720486762
180126_232_p22_488_p67_568_zym633_001_lif_t10_005_2_inside,0.0009323396743331491,-0.07811462892976859,-0.03053423773951525,0.984778567673526,0.6046303335014263
180126_232_p22_488_p67_568_zym633_001_lif_t10_006_1_inside,0.007816187469605662,-0.2674582472936435,-0.08840920466560942,0.9986687657722316,0.7999486003946544
180126_232_p22_488_p67_568_zym633_001_lif_t10_006_2_inside,0.009171586880997395,-0.21543660116540303,-0.09576840230993444,0.9981073736852655,0.7488842283051292
180126_232_p22_488_p67_568_zym633_001_lif_t10_007_1_inside,0.00017949241317705145,-0.051476982280820316,-0.013397477866273105,1.0,0.7184493989812958
180126_232_p22_488_p67_568_zym633_001_lif_t10_008_1_inside,0.0017255168784288122,-0.12903282836360974,-0.04153934133359585,0.9968735623834774,0.6735724755261544
180126_232_p22_488_p67_568_zym633_001_lif_t10_008_2_inside,0.002883830252736086,-0.1615771105491931,-0.05370130587551763,0.9989744217177896,0.7160761428372933
180126_232_p22_488_p67_568_zym633_001_lif_t10_009_1_inside,0.04986359391109241,-0.45636830554866564,-0.2233015761500409,0.987703057337549,0.6590554433470045
180126_232_p22_488_p67_568_zym633_001_lif_t10_010_1_inside,5.472106199244653e-05,-0.01820278772751908,-0.007397368585684645,0.9969259656652361,0.6672364914932026
180126_232_p22_488_p67_568_zym633_001_lif_t10_010_2_inside,0.003375556174095462,0.07512352582760899,0.05809953678038682,0.9942839352428393,0.6625017521235738
180126_232_p22_488_p67_568_zym633_001_lif_t10_010_3_inside,0.006641706416949944,-0.19802864152924943,-0.08149666506642995,0.9965280461941269,0.757883026226687
180126_232_p22_488_p67_568_zym633_001_lif_t10_011_1_inside,0.006476265376292978,-0.10497098064000145,-0.08047524697876457,0.9986143326517779,0.8809991624642461
180126_232_p22_488_p67_568_zym633_001_lif_t10_012_1_inside,0.055175913889792705,-0.3206200372844026,-0.234895538250076,0.9875111870015224,0.7834845299141698
180126_232_p22_488_p67_568_zym633_001_lif_t10_013_1_inside,0.004689477445243617,-0.10050271325919512,-0.06847975938365769,0.9988987099253558,0.8065079788784467
180126_232_p22_488_p67_568_zym633_001_lif_t15_001_1_inside,1.0,0.0,,0.0,
180126_232_p22_488_p67_568_zym633_001_lif_t15_001_2_inside,1.0,0.0,,0.0,
180126_232_p22_488_p67_568_zym633_001_lif_t5_002_1_inside,0.009554462030440192,-1.745387848089061,-0.0977469284961948,0.825814943026107,0.1751316266323535
180126_232_p22_488_p67_568_zym633_001_lif_t5_003_1_inside,0.0006534789114894801,0.17943983607619135,0.02556323358829489,0.9993067886070099,0.6428099606405391
180126_232_p22_488_p67_568_zym633_001_lif_t5_003_2_inside,0.022458484441985505,0.3639814066150868,0.14986155091278663,1.0,0.8357252131620225
180126_232_p22_488_p67_568_zym633_001_lif_t5_004_1_inside,0.1093600378651568,1.0693769308415337,0.3306962924877701,0.999588737854356,0.8022719401725127
180126_232_p22_488_p67_568_zym633_001_lif_t5_005_1_inside,0.0027599636455929444,0.20578162819433504,0.052535356147959636,1.0,0.8215029758906517
180126_232_p22_488_p67_568_zym633_001_lif_t5_006_1_inside,0.20663322938997075,0.9965154530544929,0.45456927897733135,1.0,0.8923849958199583
180126_232_p22_488_p67_568_zym633_001_lif_t5_008_1_inside,0.013766888603121474,0.6426590226815506,0.117332385142046,1.0,0.6531518436788806
180126_232_p22_488_p67_568_zym633_001_lif_t5_009_1_inside,0.0084574997720398,-0.15210653350265907,-0.09196466588880663,0.9980107383292044,0.799345480981712
180126_232_p22_488_p67_568_zym633_001_lif_t5_009_2_inside,0.0206677423724827,-0.3633507743173569,-0.14376279898667377,1.0,0.9691097190399728
180126_232_p22_488_p67_568_zym633_001_lif_t5_010_1_inside,0.043444487037070156,-0.2802504786532483,-0.20843341151809164,0.9984263738481625,0.8115810231847316
180126_232_p22_488_p67_568_zym633_001_lif_t5_011_1_inside,0.026340746419343586,-0.24741221585370105,-0.16229832537442787,0.9989214210277959,0.8711143485333286
180126_232_p22_488_p67_568_zym633_001_lif_t5_012_1_inside,0.00013271480829002424,-0.05483668429130335,-0.011520191330452737,0.9829574219972127,0.8029398223006637
180126_232_p22_488_p67_568_zym633_001_lif_t5_013_1_inside,0.005285584924103914,-0.20531246964900868,-0.07270202833555377,0.9988542459257163,0.7333801401517078
